"id_habitacion","id_hotel","nivel","numero_habitacion","id_tipo_habitacion","precio","estado","capacidad_maxima","descripcion"
722,3,5,4222,2,55.34,MANTENIMIENTO,7,Nullam porttitor lacus at turpis.
723,4,3,5023,1,315.66,DISPONIBLE,4,Maecenas tincidunt lacus at velit.
724,4,4,5124,9,552.42,OCUPADA,6,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
725,4,1,4825,2,331.79,OCUPADA,7,Suspendisse potenti.
726,2,9,3626,1,713.22,DISPONIBLE,5,Pellentesque ultrices mattis odio.
727,6,7,7427,3,198.62,MANTENIMIENTO,4,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
728,10,8,11528,1,518.03,MANTENIMIENTO,1,Nulla facilisi.
729,2,1,2829,10,696.78,MANTENIMIENTO,4,Praesent id massa id nisl venenatis lacinia.
730,3,2,3930,7,135.86,OCUPADA,8,Praesent id massa id nisl venenatis lacinia.
731,6,9,7631,7,82.49,OCUPADA,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
732,3,8,4532,2,604.33,OCUPADA,6,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
733,6,6,7333,8,101.42,DISPONIBLE,5,Ut at dolor quis odio consequat varius. Integer ac leo.
734,10,3,11034,10,574.51,DISPONIBLE,7,Quisque ut erat.
735,7,8,8535,8,37.77,DISPONIBLE,8,Donec dapibus.
736,6,3,7036,3,747.60,MANTENIMIENTO,9,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
737,2,2,2937,6,502.21,OCUPADA,4,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
738,5,6,6338,2,129.00,MANTENIMIENTO,5,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
739,2,7,3439,2,376.80,DISPONIBLE,5,Donec vitae nisi.
740,5,5,6240,10,543.16,MANTENIMIENTO,7,In hac habitasse platea dictumst.
741,6,2,6941,8,529.31,DISPONIBLE,6,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
742,5,5,6242,10,541.55,DISPONIBLE,4,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
743,10,6,11343,1,719.59,MANTENIMIENTO,7,Sed sagittis.
745,6,10,7745,6,79.37,OCUPADA,6,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
746,2,4,3146,8,74.56,DISPONIBLE,7,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
747,3,6,4347,8,432.53,MANTENIMIENTO,9,Ut at dolor quis odio consequat varius. Integer ac leo.
748,3,7,4448,9,285.68,DISPONIBLE,3,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
749,4,5,5249,4,101.82,OCUPADA,3,Nulla suscipit ligula in lacus.
750,5,9,6650,9,549.66,DISPONIBLE,5,In hac habitasse platea dictumst.
751,7,5,8251,3,394.43,DISPONIBLE,8,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
752,2,2,2952,7,201.36,DISPONIBLE,5,Praesent blandit lacinia erat.
753,6,6,7353,4,215.89,OCUPADA,4,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
754,1,6,2354,10,277.72,MANTENIMIENTO,9,Fusce consequat. Nulla nisl.
755,8,3,9055,7,486.10,MANTENIMIENTO,9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
756,4,5,5256,8,292.90,OCUPADA,4,Nulla suscipit ligula in lacus.
757,3,4,4157,6,746.48,DISPONIBLE,8,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
758,2,1,2858,5,124.29,DISPONIBLE,1,Duis aliquam convallis nunc.
759,2,4,3159,5,596.67,MANTENIMIENTO,9,Morbi quis tortor id nulla ultrices aliquet.
760,9,1,9860,7,619.12,OCUPADA,6,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
761,6,9,7661,5,495.23,OCUPADA,4,In eleifend quam a odio.
762,8,6,9362,5,207.61,DISPONIBLE,7,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
763,1,9,2663,8,677.27,DISPONIBLE,8,Etiam justo.
764,3,5,4264,6,360.52,MANTENIMIENTO,5,Proin interdum mauris non ligula pellentesque ultrices.
765,2,5,3265,1,518.33,OCUPADA,9,Integer ac neque. Duis bibendum.
766,3,10,4766,5,29.68,MANTENIMIENTO,7,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
767,4,9,5667,8,170.93,MANTENIMIENTO,9,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
768,4,1,4868,5,217.63,MANTENIMIENTO,7,Suspendisse accumsan tortor quis turpis. Sed ante.
769,2,10,3769,3,493.83,MANTENIMIENTO,7,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
770,3,1,3870,5,427.18,MANTENIMIENTO,9,Vivamus vel nulla eget eros elementum pellentesque.
771,6,2,6971,4,692.69,DISPONIBLE,7,Nam tristique tortor eu pede.
772,5,9,6672,10,524.33,MANTENIMIENTO,4,Maecenas rhoncus aliquam lacus.
773,6,6,7373,1,397.23,MANTENIMIENTO,9,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
774,2,3,3074,6,573.87,OCUPADA,10,Aenean lectus.
775,6,3,7075,4,78.45,OCUPADA,1,Nulla tellus. In sagittis dui vel nisl.
776,5,1,5876,10,299.88,MANTENIMIENTO,8,Phasellus id sapien in sapien iaculis congue.
777,8,7,9477,6,445.13,OCUPADA,1,Mauris sit amet eros.
778,5,9,6678,4,163.16,MANTENIMIENTO,6,Curabitur in libero ut massa volutpat convallis.
779,5,6,6379,8,539.11,MANTENIMIENTO,6,Nulla mollis molestie lorem.
780,1,7,2480,7,620.02,DISPONIBLE,7,Sed ante. Vivamus tortor.
781,5,6,6381,10,567.50,MANTENIMIENTO,8,Nam dui.
782,4,8,5582,10,324.31,DISPONIBLE,7,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
783,7,2,7983,9,707.31,OCUPADA,4,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
784,1,9,2684,10,472.57,MANTENIMIENTO,5,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
785,3,2,3985,6,339.08,OCUPADA,10,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
786,10,1,10886,5,324.61,MANTENIMIENTO,3,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
787,2,5,3287,9,318.30,MANTENIMIENTO,4,Donec semper sapien a libero. Nam dui.
788,4,8,5588,5,334.41,OCUPADA,5,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
789,6,8,7589,1,31.24,OCUPADA,5,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
790,3,5,4290,8,591.60,DISPONIBLE,10,Proin interdum mauris non ligula pellentesque ultrices.
791,6,5,7291,7,117.00,MANTENIMIENTO,6,Nullam varius.
792,9,7,10492,1,627.61,MANTENIMIENTO,5,Curabitur convallis.
793,5,4,6193,5,439.40,DISPONIBLE,5,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
794,4,5,5294,7,350.36,DISPONIBLE,8,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
795,8,8,9595,3,532.91,DISPONIBLE,7,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
796,1,4,2196,1,612.61,DISPONIBLE,1,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
797,6,1,6897,6,32.20,DISPONIBLE,7,Integer a nibh. In quis justo.
904,10,3,11204,7,87.75,DISPONIBLE,10,Etiam faucibus cursus urna.
798,10,8,11598,4,555.16,OCUPADA,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
799,2,9,3699,9,536.00,MANTENIMIENTO,10,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
800,6,10,7800,9,462.47,MANTENIMIENTO,1,In hac habitasse platea dictumst.
801,2,6,3401,10,370.76,MANTENIMIENTO,6,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
802,2,5,3302,3,685.03,OCUPADA,2,Sed vel enim sit amet nunc viverra dapibus.
803,2,6,3403,4,623.92,DISPONIBLE,1,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.
804,6,3,7104,8,125.99,OCUPADA,2,Integer ac leo.
805,4,5,5305,8,633.65,DISPONIBLE,3,Cras pellentesque volutpat dui.
806,4,4,5206,10,117.18,OCUPADA,10,Sed accumsan felis. Ut at dolor quis odio consequat varius.
807,8,7,9507,7,291.43,OCUPADA,6,Ut tellus. Nulla ut erat id mauris vulputate elementum.
808,7,9,8708,7,437.80,OCUPADA,10,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
809,3,9,4709,10,377.14,MANTENIMIENTO,1,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
810,9,5,10310,3,573.31,MANTENIMIENTO,2,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
811,4,5,5311,10,401.37,MANTENIMIENTO,4,Aliquam erat volutpat. In congue.
812,5,5,6312,3,476.02,OCUPADA,4,Morbi a ipsum.
813,6,1,6913,8,650.21,MANTENIMIENTO,6,In sagittis dui vel nisl.
814,7,6,8414,9,583.10,OCUPADA,1,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
815,8,1,8915,7,274.15,OCUPADA,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
816,4,10,5816,10,237.26,DISPONIBLE,7,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
817,7,2,8017,4,36.03,MANTENIMIENTO,5,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
818,6,6,7418,5,215.28,DISPONIBLE,5,Pellentesque ultrices mattis odio. Donec vitae nisi.
819,9,7,10519,3,520.55,OCUPADA,10,Donec vitae nisi.
820,3,7,4520,4,148.49,DISPONIBLE,1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
821,1,1,1921,9,145.94,DISPONIBLE,9,Integer ac neque.
822,6,4,7222,10,662.54,MANTENIMIENTO,6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
823,3,2,4023,1,736.11,DISPONIBLE,2,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
824,2,9,3724,3,109.37,MANTENIMIENTO,2,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
825,4,7,5525,6,64.19,DISPONIBLE,8,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
826,4,7,5526,7,210.03,DISPONIBLE,9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
827,5,2,6027,4,342.43,OCUPADA,6,Nam tristique tortor eu pede.
828,3,7,4528,8,221.35,MANTENIMIENTO,9,Vestibulum rutrum rutrum neque.
829,5,10,6829,7,457.85,MANTENIMIENTO,1,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
830,4,8,5630,1,309.94,MANTENIMIENTO,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
831,2,7,3531,6,749.82,MANTENIMIENTO,4,Etiam pretium iaculis justo.
832,8,8,9632,2,329.02,DISPONIBLE,3,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
833,8,5,9333,4,366.57,DISPONIBLE,4,Quisque porta volutpat erat.
834,3,4,4234,4,494.96,MANTENIMIENTO,3,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
835,4,9,5735,9,466.90,MANTENIMIENTO,10,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
836,5,3,6136,2,529.56,OCUPADA,2,Morbi vel lectus in quam fringilla rhoncus.
837,4,2,5037,8,543.90,DISPONIBLE,10,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
838,3,4,4238,5,151.76,MANTENIMIENTO,4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
839,3,5,4339,3,382.78,DISPONIBLE,8,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
840,8,9,9740,7,149.59,MANTENIMIENTO,6,Etiam justo. Etiam pretium iaculis justo.
841,2,5,3341,4,733.60,DISPONIBLE,3,Praesent id massa id nisl venenatis lacinia.
842,6,3,7142,1,631.65,OCUPADA,2,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
843,6,5,7343,4,280.06,MANTENIMIENTO,1,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
844,3,3,4144,6,533.38,DISPONIBLE,2,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
845,4,3,5145,6,310.27,DISPONIBLE,1,Nunc purus.
846,9,9,10746,4,569.98,OCUPADA,4,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
847,5,9,6747,1,259.88,MANTENIMIENTO,4,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
848,10,5,11348,3,131.86,MANTENIMIENTO,4,Pellentesque ultrices mattis odio. Donec vitae nisi.
849,10,2,11049,8,117.30,OCUPADA,1,Integer ac neque. Duis bibendum.
850,1,2,2050,7,685.74,MANTENIMIENTO,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
851,2,5,3351,9,732.58,MANTENIMIENTO,3,Integer ac leo.
852,5,3,6152,7,408.84,DISPONIBLE,9,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
853,2,6,3453,6,261.76,DISPONIBLE,10,Morbi porttitor lorem id ligula.
854,4,8,5654,9,85.11,MANTENIMIENTO,3,Aenean sit amet justo. Morbi ut odio.
855,3,4,4255,6,662.34,MANTENIMIENTO,9,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
856,6,5,7356,3,277.32,MANTENIMIENTO,7,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
857,9,9,10757,7,162.45,MANTENIMIENTO,4,Integer ac leo. Pellentesque ultrices mattis odio.
858,6,10,7858,9,469.66,OCUPADA,8,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
859,5,5,6359,6,567.12,OCUPADA,5,Proin at turpis a pede posuere nonummy. Integer non velit.
860,5,3,6160,9,522.26,MANTENIMIENTO,6,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
861,7,7,8561,4,700.55,MANTENIMIENTO,7,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
862,2,7,3562,1,169.52,OCUPADA,8,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
863,8,10,9863,3,439.11,DISPONIBLE,5,Praesent lectus.
864,6,4,7264,7,583.95,DISPONIBLE,9,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
865,4,2,5065,5,128.21,DISPONIBLE,9,Praesent blandit.
866,2,2,3066,9,721.16,OCUPADA,9,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
867,3,3,4167,3,505.30,OCUPADA,10,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
868,9,6,10468,5,171.08,MANTENIMIENTO,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
869,4,6,5469,8,529.84,DISPONIBLE,4,Phasellus in felis.
870,4,10,5870,3,730.05,DISPONIBLE,5,Cras pellentesque volutpat dui.
871,3,7,4571,2,247.31,OCUPADA,8,Praesent blandit.
872,3,3,4172,8,592.91,MANTENIMIENTO,10,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
873,4,8,5673,8,419.41,OCUPADA,3,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
874,3,3,4174,1,691.42,OCUPADA,1,Integer ac neque. Duis bibendum.
875,3,3,4175,9,503.29,MANTENIMIENTO,5,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
876,7,2,8076,5,44.25,MANTENIMIENTO,2,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
877,10,7,11577,7,250.72,OCUPADA,7,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
878,4,5,5378,10,398.95,MANTENIMIENTO,7,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
879,3,5,4379,8,212.29,DISPONIBLE,8,In congue.
880,9,4,10280,4,686.54,MANTENIMIENTO,6,Quisque porta volutpat erat.
881,5,9,6781,6,352.84,OCUPADA,7,Vestibulum ac est lacinia nisi venenatis tristique.
882,2,4,3282,1,100.91,DISPONIBLE,3,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
883,9,1,9983,3,704.93,OCUPADA,8,Morbi vel lectus in quam fringilla rhoncus.
884,8,8,9684,2,317.37,OCUPADA,6,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
885,3,8,4685,5,188.47,OCUPADA,1,Nullam molestie nibh in lectus. Pellentesque at nulla.
886,1,9,2786,8,117.19,DISPONIBLE,5,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
887,6,8,7687,2,404.73,MANTENIMIENTO,6,Aliquam non mauris. Morbi non lectus.
888,5,10,6888,2,689.38,DISPONIBLE,1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
889,10,2,11089,8,522.59,MANTENIMIENTO,1,Aenean auctor gravida sem.
890,9,8,10690,10,594.03,DISPONIBLE,1,Nullam varius. Nulla facilisi.
891,2,7,3591,8,93.75,MANTENIMIENTO,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
892,7,5,8392,3,616.69,MANTENIMIENTO,10,Fusce posuere felis sed lacus.
893,6,5,7393,7,374.24,DISPONIBLE,5,Nullam varius. Nulla facilisi.
894,3,10,4894,3,727.98,MANTENIMIENTO,3,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
895,4,5,5395,6,111.72,DISPONIBLE,2,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
896,6,3,7196,1,699.26,DISPONIBLE,8,Nulla mollis molestie lorem. Quisque ut erat.
897,7,5,8397,8,518.77,OCUPADA,5,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
898,4,2,5098,10,314.31,MANTENIMIENTO,7,Integer tincidunt ante vel ipsum.
899,9,4,10299,2,187.51,OCUPADA,10,Curabitur convallis.
900,6,10,7900,6,164.99,DISPONIBLE,4,Curabitur at ipsum ac tellus semper interdum.
901,9,7,10601,2,640.77,MANTENIMIENTO,8,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
902,4,6,5502,6,253.15,OCUPADA,2,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
907,10,7,11607,6,146.83,MANTENIMIENTO,3,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
908,6,5,7408,2,433.14,DISPONIBLE,6,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
909,8,8,9709,10,638.92,MANTENIMIENTO,9,Morbi vel lectus in quam fringilla rhoncus.
910,4,1,5010,1,34.92,DISPONIBLE,1,Vivamus tortor. Duis mattis egestas metus.
911,2,1,3011,9,331.18,OCUPADA,4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
912,2,3,3212,10,416.87,DISPONIBLE,5,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
913,6,2,7113,4,599.43,DISPONIBLE,10,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
914,7,3,8214,2,164.50,DISPONIBLE,4,Integer non velit.
915,3,4,4315,2,628.76,MANTENIMIENTO,6,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
916,6,1,7016,9,145.35,OCUPADA,9,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
917,7,1,8017,6,278.43,DISPONIBLE,8,Nullam varius.
918,7,10,8918,10,57.73,OCUPADA,6,Mauris sit amet eros.
919,6,3,7219,7,244.27,MANTENIMIENTO,6,Aliquam erat volutpat.
920,8,5,9420,6,635.95,DISPONIBLE,10,Ut at dolor quis odio consequat varius. Integer ac leo.
921,4,5,5421,7,171.26,DISPONIBLE,8,In eleifend quam a odio.
922,4,8,5722,7,162.70,DISPONIBLE,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
923,4,6,5523,2,234.57,DISPONIBLE,8,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
924,3,6,4524,3,674.40,DISPONIBLE,6,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
925,3,8,4725,6,196.19,OCUPADA,2,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
926,2,9,3826,1,91.80,MANTENIMIENTO,7,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
927,6,1,7027,6,588.63,DISPONIBLE,7,Pellentesque at nulla.
928,2,8,3728,1,685.35,OCUPADA,4,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
929,6,8,7729,9,636.46,DISPONIBLE,5,Nullam sit amet turpis elementum ligula vehicula consequat.
930,4,3,5230,1,676.82,OCUPADA,1,Sed vel enim sit amet nunc viverra dapibus.
931,6,4,7331,4,397.78,DISPONIBLE,4,In quis justo. Maecenas rhoncus aliquam lacus.
932,8,1,9032,8,725.56,MANTENIMIENTO,2,Etiam pretium iaculis justo.
933,9,8,10733,8,485.18,OCUPADA,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
934,7,8,8734,7,311.78,MANTENIMIENTO,2,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
935,10,3,11235,5,740.62,OCUPADA,7,Aliquam quis turpis eget elit sodales scelerisque.
936,2,1,3036,7,496.00,MANTENIMIENTO,10,Duis bibendum. Morbi non quam nec dui luctus rutrum.
937,3,6,4537,7,162.18,MANTENIMIENTO,2,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
938,6,2,7138,6,291.02,DISPONIBLE,7,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
939,8,9,9839,8,256.09,OCUPADA,6,Donec ut mauris eget massa tempor convallis.
940,7,9,8840,9,298.33,DISPONIBLE,7,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
941,4,4,5341,9,684.32,DISPONIBLE,7,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
942,3,7,4642,2,111.90,OCUPADA,2,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
943,5,9,6843,9,162.35,MANTENIMIENTO,8,In eleifend quam a odio.
944,9,3,10244,10,357.06,MANTENIMIENTO,3,Proin interdum mauris non ligula pellentesque ultrices.
945,1,6,2545,2,633.28,OCUPADA,6,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
946,6,7,7646,7,730.24,MANTENIMIENTO,2,Ut tellus.
947,1,5,2447,3,92.74,DISPONIBLE,3,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
948,8,2,9148,10,536.22,DISPONIBLE,6,Proin interdum mauris non ligula pellentesque ultrices.
949,3,10,4949,9,260.92,DISPONIBLE,7,Aliquam quis turpis eget elit sodales scelerisque.
950,6,1,7050,2,626.44,DISPONIBLE,2,Morbi a ipsum.
951,4,10,5951,5,721.90,OCUPADA,1,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
952,5,4,6352,2,465.32,OCUPADA,10,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
953,7,1,8053,4,449.77,MANTENIMIENTO,10,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
954,8,8,9754,1,616.98,DISPONIBLE,10,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
955,10,5,11455,10,298.35,OCUPADA,6,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
956,4,1,5056,3,472.96,DISPONIBLE,5,Suspendisse ornare consequat lectus.
957,6,6,7557,7,331.65,DISPONIBLE,10,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
958,8,2,9158,4,656.89,DISPONIBLE,6,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
959,8,9,9859,5,120.73,OCUPADA,1,Duis mattis egestas metus.
960,4,3,5260,5,616.71,MANTENIMIENTO,9,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
961,4,3,5261,9,60.05,MANTENIMIENTO,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
962,3,7,4662,3,86.10,MANTENIMIENTO,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
963,9,9,10863,10,665.52,DISPONIBLE,5,Nulla justo.
964,3,9,4864,10,530.92,OCUPADA,10,Cras in purus eu magna vulputate luctus.
965,7,10,8965,10,507.39,MANTENIMIENTO,10,Curabitur in libero ut massa volutpat convallis.
